10.1-delphi-net3.5-ltsc2019;Delphi compiler. Platforms: Win32, Win64
xe5upd2-delphi-net3.5-ltsc2019;Delphi compiler. Platforms: Win32, Win64
xe-delphi-net3.5-ltsc2019;Delphi compiler. Platforms: Win32
